Index,SMILES
D7334,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](CC2CCN(CC2)C(N)=N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O)C(O)=O
D7335,COC(=O)c1csc(n1)C(=O)c1c[nH]c2ccccc12
D7336,Cn1cc(CCCSC[C@H]2CN(Cc3c[nH]c4c(N)ncnc34)C[C@@H]2O)nn1
D7337,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCN(CCC(=O)NCCCCCCCCOc2cccc3C(=O)N(C4CCC(=O)N(C)C4=O)C(=O)c23)CC1
D7338,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1
D7339,Cc1ccccc1-c1cccc(COc2ccc(CN[C@H](CO)C(O)=O)c(OCc3cncc(c3)C#N)c2)c1C
D7340,CN(C)CCc1ccc(cc1)-c1nc(N)nc2ccccc12
D7341,OC(=O)c1ccc2nc(oc2c1)-c1cc(Cl)cc(Cl)c1
D7342,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(c3)C(F)(F)F)c2cc1O[C@H]1CCOC1
D7343,Fc1cc(Cl)cc(N[C@H](C2CC2)C(=O)N[C@@H]2CCCN(C2)c2ncnc3[nH]ccc23)c1
D7344,C[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@@H]([C@H]2O)n2cc(nn2)-c2cccc(F)c2)[C@H](O)[C@H]([C@H]1O)n1cc(nn1)-c1cccc(F)c1
D7345,NCCc1c[nH]cn1
D7346,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CCCCCNC(=O)\N=C(/N)Nc1ccc(cc1)-c1sc(N)nc1C
D7347,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CCCCCNC(=O)\N=C(/N)NCC1CCc2nc(N)sc2C1
D7348,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Cc1nc(N)sc1-c1ccc(N\C(N)=N\C(=O)NC2CCCCC2)cc1
D7349,OC(=O)C(F)(F)F.CC(CNC(=O)\N=C(/N)NCCCc1nnc(C)s1)C1CCCCC1
D7350,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Cc1nc(N)sc1-c1ccc(N\C(N)=N\C(=O)NCc2ccccc2)cc1
D7351,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.N\C(NCC1CCc2nc(N)sc2C1)=N/C(=O)NCc1ccccc1
D7352,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CC(CNC(=O)\N=C(/N)Nc1ccc(cc1)-c1sc(N)nc1C)Cc1ccc(C)cc1
D7353,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CC(CNC(=O)\N=C(/N)NCC1CCc2nc(N)sc2C1)Cc1ccc(C)cc1
D7354,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CC(CCCc1ccccc1)CNC(=O)\N=C(/N)Nc1ccc(cc1)-c1sc(N)nc1C
D7355,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CC(CCCc1ccccc1)CNC(=O)\N=C(/N)NCC1CCc2nc(N)sc2C1
D7356,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CCCCCNC(=O)\N=C(/N)Nc1cccc(c1)-c1sc(N)nc1C
D7357,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CCCCCCNC(=O)\N=C(/N)NCCCc1nnc(N)o1
D7358,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Cc1nnc(CCCN\C(N)=N\C(=O)NCCCCCCCCN)s1
D7359,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.NCCCCCCCCNC(=O)\N=C(/N)NCCCc1nnc(N)s1
D7360,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CC(CNC(=O)\N=C(/N)NCCCc1oc(N)nc1C)C1CCCCC1
D7361,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CC(CNC(=O)\N=C(/N)Nc1ccc(cc1)-c1sc(N)nc1C)C1CCCCC1
D7362,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Cc1nc(N)oc1CCCN\C(N)=N\C(=O)NCc1ccccc1
D7363,OC(=O)C(F)(F)F.Cc1nnc(CCCN\C(N)=N\C(=O)NCc2ccccc2)s1
D7364,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Cc1nc(N)sc1-c1cccc(N\C(N)=N\C(=O)NCc2ccccc2)c1
D7365,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.C[C@@H](NC(=O)\N=C(/N)NCCCc1c[nH]cn1)c1ccccc1
D7366,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.C[C@@H](NC(=O)\N=C(/N)NCCCn1cc(CN(C)C)nn1)c1ccccc1
D7367,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CC(CNC(=O)\N=C(/N)NCCCc1nnc(N)o1)Cc1ccc(C)cc1
D7368,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CC(CNC(=O)\N=C(/N)Nc1cccc(c1)-c1sc(N)nc1C)Cc1ccc(C)cc1
D7369,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CC(CCCc1ccccc1)CNC(=O)\N=C(/N)Nc1cccc(c1)-c1sc(N)nc1C
D7370,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Cc1nc(N)sc1-c1ccc(N\C(N)=N\C(=O)NCCCCCCNC(=O)\N=C(/N)Nc2ccc(cc2)-c2sc(N)nc2C)cc1
D7371,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Cc1nc(N)sc1-c1cccc(N\C(N)=N\C(=O)NCCCCCCNC(=O)\N=C(/N)Nc2cccc(c2)-c2sc(N)nc2C)c1
D7372,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.N\C(NCCCc1nnc(N)s1)=N/C(=O)NCCCCCCCCNC(=O)\N=C(/N)NCCCc1nnc(N)s1
D7373,OC(=O)C(F)(F)F.CCCCCNC(=O)\N=C(\N)NCCCc1nnc(C)s1
D7374,COc1cc(Cc2cnc(N)nc2N)cc2CCCNc12
D7375,C[C@](CC(O)=O)(Nc1nc(ncc1F)-c1c[nH]c2ncc(F)cc12)C1CCC1
D7376,CC(C)(C)[C@@H](CC(O)=O)Nc1nc(ncc1F)-c1c[nH]c2ncc(Cl)cc12
D7377,CC1(CCCC1)[C@@H](CC(O)=O)Nc1nc(ncc1F)-c1c[nH]c2ncc(F)cc12
D7378,CC(C)(C)[C@@H](CC(O)=O)Nc1nc(ncc1F)-c1c[nH]c2ncc(F)cc12
D7379,CC1(CCCCC1)C(CC(O)=O)Nc1nc(ncc1F)-c1c[nH]c2ncc(F)cc12
D7380,CCC(C)(C)[C@@H](CC(O)=O)Nc1nc(ncc1F)-c1c[nH]c2ncc(F)cc12
D7381,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1csc(CN2CCOCC2)c1
D7382,CN[C@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC1=O)[C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O
D7383,NC(=O)c1cc(cc(F)c1O)-c1cn(CC(=O)Nc2cc(nc(F)c2Cl)N2CCCC2)c2nc3CCCn3c(=O)c12
D7384,CNc1nccc(n1)-c1cc(NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)c(cc1F)N1C[C@H](C)N(C)[C@H](C)C1
D7385,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1
D7386,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP(O)([O-])=O)C(O)C1O
D7387,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1ncc(s1)C(=O)NCC1CC1
D7388,CC(C)[C@H](C)C(=O)NC(=O)[C@H]([O-])[C@H](O)[C@@H](O)[C@@H](Oc1ccc(cc1)C1=CC=[S+]C1)C(=O)NC(=O)[C@@H](C)C(C)C
D7389,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1cn(C)c(=O)cc1C(F)(F)F)C1=CCN(C1)C(=O)OC(C)(C)C
D7390,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1nc(cs1)C(=O)NC1CCCCC1
D7391,Cc1sc-2c(c1C)C(=NC(CC(=O)NCCOCCOCCOCCOCCOCCOCCOCCNC(=O)C[C@@H]1N=C(c3c(C)c(C)sc3-n3c(C)nnc13)c1ccc(Cl)cc1)c1nnc(C)n-21)c1ccc(Cl)cc1
D7392,CCNCCCCNc1ncc2CN(C(=O)N(Cc3cccc(NC(=O)CC)c3)c2n1)c1c(Cl)c(OC)cc(OC)c1Cl
D7393,Oc1cc(cc(O)c1O)C(=O)OC[C@H]1OC(OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1
D7394,C[C@H]1CN(C[C@@H](C)O1)c1cccc(c1)-c1ccc2nc(-c3cccnc3N)n(-c3ccc(cc3)C3(N)CCC3)c2n1
D7395,CN1CCN(CC1)C12CC(C1)(C2)n1cc(nc1CC1CC1)-c1cnc(N)c(c1)C(F)(F)F
D7396,CCCN(C)C(=O)c1nc(sc1-c1ccc(c(Cl)c1Cl)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O
D7397,CCN(CC)C(=O)c1nc(sc1-c1ccc(cc1OC(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O
D7398,COc1nc2ccc(cc2c(Cl)c1CCC(F)(F)F)[C@](O)(c1cncn1C)c1ccc(nc1)C(F)(F)F
D7399,Cc1c(nn(CC(C)(C)O)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F)C(=O)NC[C@H]1CC[C@@H](CC1)S(C)(=O)=O
D7400,CC(C)(Cc1ccc(-c2c(Cl)c(nn2CCCC#N)C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(OC(F)F)c1)C(F)(F)F
D7401,CCn1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1cnc(N[C@H](C(C)C)C(F)(F)F)cc1OC(F)F
D7402,CC[C@H](Nc1cc(C(F)F)c(cn1)-c1sc(nc1C(=O)N1CCC[C@@H]1C)C(=O)N[C@H]1COC[C@H]1O)C(F)(F)F
D7403,C[C@H]1CN(C[C@@H](C)N1C)c1ccc(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1nc(ncc1F)N1CCOCC1
D7404,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1cn(C)c(=O)cc1C(F)(F)F)C1=CCN(CC1)C(=O)OC(C)(C)C
D7405,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1c[nH]c(=O)cc1C(F)F)-c1ccc(F)c(c1)C(N)=O
D7406,CCc1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)n1-c1ncc(CC(C)(C)C(F)(F)F)cc1OC(F)F
D7407,CN(C)CCOc1nc(N2CC3CCC(C2)N3)c2cnc(c(F)c2n1)-c1cc(O)cc2ccccc12
D7408,Nc1ncc(cc1OC(F)(F)F)-c1cn(c(n1)C(O)C1CC1)C12CC(C1)(C2)N1CCC(F)(F)CC1
D7409,Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@H](C4)C(=O)NC(C)(C)C)cc3)nn3cccc23)n[nH]1
D7410,COCCO[C@@H]1CCN(CC(=O)Nc2ccc(Sc3nc(Nc4cc(C)[nH]n4)c4cccn4n3)cc2)C1
D7411,CCO[C@@H]1Cc2cc(ccc2[C@H]1N1CCN(C[C@@H]1C)C1(C)CCN(CC1)C(=O)c1c(C)ncnc1C)C(F)(F)F
D7412,OC(=O)c1cc2occc2[nH]1
D7413,Fc1ccc(Nc2ccc3c(CCc4ccc(cc4C3=O)C(=O)NCCN3CCOCC3)c2)cc1NC(=O)c1ccccc1
D7414,Fc1ccc(Nc2ccc3c(OCc4ccc(cc4C3=O)C(=O)NCCN3CCOCC3)c2)cc1NC(=O)c1ccccc1
D7415,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12
D7416,C[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]2(F)CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12
D7417,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc34)[C@@H]1CCC2=O
D7418,NC(=O)c1cc(c(Cl)cc1NC1CCCCCCC1)S(N)(=O)=O
D7419,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CSC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC1=O)C(N)=O)[C@@H](C)CC
D7420,CCCNC(=O)c1ccc(CN(C)C(=O)c2cc(C(C)C)c(O)cc2O)cc1
D7421,COc1cc(CCc2cc(Nc3ccnc(NCc4cc(C)no4)n3)[nH]n2)cc(OC)c1
D7422,Cc1cc(NCC(CC(O)=O)c2n[nH]c(=S)n2-c2ccccc2)cc(C)c1S(N)(=O)=O
D7423,CCOc1cc(ccc1Nc1ncc2c(n1)n(-c1cccc(NC(=O)C=C)c1)c1nccn1c2=O)N1CCN(C)CC1
D7424,COc1ccc(Cn2ccc3ccc(cc23)C(=O)NO)cc1
D7425,C[C@H](NS(=O)(=O)c1ccc(-c2sc(NC(=O)CC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F
D7426,CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)N(=O)=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1
D7427,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1c[nH]c(=O)cc1C(F)F)C1=CCCN(CC1)C(=O)OC1(C)CCC1
D7428,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1cc(O)cc(c1)C(F)(F)F)-c1cnc(nc1)N1CCOCC1
D7429,CC(C)OC(=O)N1CCC=C(CC1)c1cc(NC(=O)c2c[nH]c(=O)cc2C(F)F)c(cc1F)N1C[C@H](C)N(C)[C@H](C)C1
D7430,C[C@H]1CN(CC(CO)CO)CCN1c1cc(NC(=O)Cn2cc(-c3cc(C(N)=O)c(O)c(F)c3F)c3c2nc2CCCn2c3=O)c(Cl)c(F)n1
D7431,OCc1ncccc1-c1ccc(CO[C@@H]2CC[C@@H]([C@H]2OC\C=C/CCC(O)=O)N2CCCCCC2)cc1
D7432,OCc1cnccc1-c1ccc(CO[C@@H]2CC[C@@H]([C@H]2OC\C=C/CCC(O)=O)N2CCCCCC2)cc1
D7433,OCCc1ccncc1-c1ccc(CO[C@@H]2CC[C@@H]([C@H]2OC\C=C/CCC(O)=O)N2CCCCCC2)cc1
D7434,CC(C)(C)c1ccncc1-c1ccc(CO[C@@H]2CC[C@@H]([C@H]2OC\C=C/CCC(O)=O)N2CCCCCC2)cc1
D7435,OCc1ccncc1-c1ccc(CO[C@@H]2CC[C@@H]([C@H]2OC\C=C/CCC(O)=O)N2CCCCCC2)cc1
D7436,CCOC(=O)\C=C1/CC2(CCCC2)C(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1
D7437,N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N(CC(=O)N[C@@H](CCCN=C(N)N)C(O)=O)C1CCCC1
D7438,CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]2CCC[N+]3(C2)CCCCCC3)cc1
D7439,CC1CN(Cc2cccc(c2)-c2cc(CNC(=O)c3cccc(CN(C)C)c3)ccc2F)CCN1
D7440,C[C@H]1CN(Cc2cccc(c2)-c2cc(CNC(=O)c3cccc(C[N+]4(C)CCNCC4)c3)ccc2F)CCN1
D7441,CCCc1nc2c(C)cc(cc2n1Cc1ccc(cc1)-c1ccccc1C(O)=O)C(=O)NCCc1cc(OC)ccc1OC
D7442,Cc1cc(C)c2cccc(OCc3c(Cl)ccc(c3Cl)S(=O)(=O)NC3(CCOCC3)C(=O)N3CC[N+](C)(CC[N+](C)(C)C)CC3)c2n1
D7443,Cc1cc(C)c2cccc(OCc3c(Cl)ccc(c3Cl)S(=O)(=O)NC3(CCOCC3)C(=O)N3CC[N+](C)(CCCCCC[N+](C)(C)C)CC3)c2n1
D7444,Cc1cc(C)c2cccc(OCc3c(Cl)ccc(c3Cl)S(=O)(=O)NC3(CCOCC3)C(=O)N3CC[N+]4(CCCC4)CC3)c2n1
D7445,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1cc(F)c(C(=O)NC2CCCCC2(C)C)c(F)c1
D7446,CCCN(CCC)C(=O)C(=O)c1c([nH]c2ccc(cc12)N=C=S)-c1ccccc1
D7447,C[C@H]1CN(CCN1C)c1cc(F)c(cc1NC(=O)c1cn(C)c(=O)cc1C(F)F)-c1cnc(nc1)C#N
D7448,C[C@H]1CN(CCN1C)c1cc(F)c(cc1NC(=O)c1ccc(F)cc1C(F)(F)F)-c1cccc(n1)N1CCOCC1
D7449,CCCCC\C=C\Cc1cc(O)c2C3CC(C)=CCC3C(C)(C)Oc2c1
D7450,CC(C)N1CCC(CC1)NC(=O)c1cc(on1)-c1c(O)cc(O)cc1Oc1ccc(cc1)[N+]([O-])=O
D7451,CC(C)(Cc1nnc(o1)-c1nc(CC2CCC2)c(s1)-c1ccc(c(Cl)c1Cl)S(=O)(=O)NCC(F)(F)F)C(O)=O
D7452,CC[C@@H]1NC(=O)C([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]([C@H](C)COC)N(C)C(=O)[C@@H](CCCN(C)C)N(C)C1=O)C(C)C
D7453,CC(C)(O)C(O)CNC(=O)c1nc(C(=O)N2C3CCC2CC3)c(s1)-c1ccc(c(Cl)c1Cl)C(O)(C(F)(F)F)C(F)(F)F
D7454,COc1nc2ccc(cc2c(C#N)c1CC(F)(F)F)[C@](O)(c1cncn1C)c1ccnc(c1)C(F)(F)F
D7455,CCn1nnc2c(C)c(ccc12)[C@H](CC(O)=O)c1ccc(C)c(CN2C[C@@H]3CCCN3c3ncccc3S2(=O)=O)c1
D7456,CCn1nc(C(=O)NC[C@H]2CC[C@@H](CN2CC(=O)ON)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F
D7457,C[C@H](Nc1cc(c(cn1)-c1sc(nc1C(=O)N1C2CCC1CC2)C(=O)NCC(C)(C)O)C(F)(F)F)C1CC1
D7458,C[C@H](Nc1cc(c(cn1)-c1sc(nc1C(=O)N1CCC[C@@H]1C)C(=O)NCC(C)(C)O)C(F)(F)F)C(F)(F)F
D7459,CC[C@H](Nc1cc(c(cn1)-c1sc(nc1C(=O)N1C2CCC1CC2)C(=O)NCC(C)(C)O)C(F)(F)F)C(F)(F)F
D7460,C[C@H](Nc1cc(c(cn1)-c1sc(nc1C(=O)N1C2CCC1CC2)C(=O)N[C@@H]1COC[C@H]1O)C(F)(F)F)C(F)(F)F
D7461,CC[C@@H](Nc1cc(C(F)F)c(cn1)-c1sc(nc1C(=O)N1CCC[C@@H]1C)C(=O)N[C@H](C)CO)C(F)(F)F
D7462,CC[C@H](Nc1cc(C(F)F)c(cn1)-c1sc(nc1C(=O)N1CCC[C@@H]1C)C(=O)N[C@@H](C)[C@H](C)O)C(F)(F)F
D7463,C[C@H](NC(=O)c1nc(C(=O)N2CCC[C@@H]2C)c(s1)-c1cnc(NCC(C)(C)C)cc1C(F)F)C(C)(C)O
D7464,CCn1nc(C(=O)NC[C@@]2(O)CC[C@H](C)CC2)c(Cl)c1-c1cnc(CC(C)(C)C(F)(F)F)cc1OC(F)F
D7465,CCn1nc(C(=O)NC[C@@]2(O)CC[C@H](C)C[C@@H]2O)c(C)c1-c1ccc(CC(C)(C)C(F)(F)F)nc1OC(F)F
D7466,CN(Cc1ccc(F)c(c1)-c1ccc(N2CCN(C)CC2)c(NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)c1)C1CCCCC1
D7467,CN1CCN(CC1)c1cc(F)c(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1ccc(OC2CCOCC2)nc1
D7468,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN2CCC[C@@H]1C2
D7469,CCOC(=O)CC(C)(C)NCC(O)COc1ccccc1C
D7470,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(cc2)[N+]([O-])=O)NC(=O)C2(CCCC2)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@H](Cc1ccc(O)cc1)C(N)=O
D7471,CN[C@@H](Cc1c(C)cc(O)cc1C)C(=O)N1Cc2ccccc2CC1C(O)=O
D7472,OC(=O)COc1ccccc1CC1C2CCC(O2)C1c1nc(co1)C(=O)NCCCCC1CCCCC1
D7473,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CN)[C@@H](C)O)C(O)=O
D7474,Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@H](C4)NS(C)(=O)=O)cc3)nn3cccc23)n[nH]1
D7475,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)nc(NCCc3ccc(CCC(=O)Nc4ccc(OC(=O)CCCCN=[N+]=[N-])c(c4)[N+]([O-])=O)cc3)nc12
D7476,Cc1nc(cs1)-c1ccc2N(CCc2c1)S(=O)(=O)c1ccc(CCC(O)=O)cc1
D7477,NS(=O)(=O)c1nnc(NC(=O)CCC(=O)NC(CCCCNC(=O)CCCc2ccc(I)cc2)C(O)=O)s1
D7478,NCCc1c[nH]c2ccc(O)cc12
D7479,Nc1nc(N)c2nc(-c3cccc(O)c3)c(nc2n1)-c1cccc(O)c1
D7480,Fc1ccc(Nc2ccc3c(OCc4ccc(cc4C3=O)C(=O)NCCN3CCOCC3)c2)cc1NC(=O)c1cccs1
D7481,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@@H](N)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(O)=O
D7482,FCCn1cc(c(n1)-c1ccc(OCc2ccc3ccccc3n2)cc1)-c1ccncc1
D7483,COc1cccc2C[C@@H]3[C@H](C[C@H](CN3C)C(=O)N3CCN(CC3)c3ccc(cc3C#N)[N+]([O-])=O)Cc12
D7484,Cn1cc(cn1)-c1cnc2ccc3ccc(CS(=O)(=O)NCc4ccccn4)cc3c(=O)c2c1
D7485,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(cc6)C(O)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)NCCN1CCS(=O)(=O)CC1
D7486,CCc1nccn1CC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O
D7487,CO[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]2O)[C@H]1OP(O)(O)=O
D7488,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccccc1Cl
D7489,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2C(=O)N2CCC(F)CC2)-c2nnc(CC(C)(C)O)o2)c(Cl)c1Cl)C(F)(F)F
D7490,OC(=O)[C@@H]1CCCCN1Cc1ccc(OCc2cccc(c2Br)-c2ccccc2)cc1
D7491,CCCn1c(=O)n(CCCNC(=O)c2ccc(cc2)C(=O)NCCNC(=O)CCNC(=O)CCCCCNC(=O)COc2ccc(\C=C\C3=[N+]4C(C=C3)=Cc3ccc(-c5cccs5)n3[B-]4(F)F)cc2)c2nc([nH]c2c1=O)C12CC3CC(CC(C3)C1)C2
D7492,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
D7493,CN(C)c1ccc(\C=C\C2=CC(\C=C\c3ccc(cc3)N(C)C)=[O+][B-]3(OC(=O)C(=O)O3)O2)cc1
D7494,CNCc1ccc(cc1)-c1[nH]c2cc(F)cc3C(=O)NCCc1c23
D7495,CC(C)N1CCN(CC1)c1ncc(cn1)-c1cc(NC(=O)c2cn(C)c(=O)cc2C(F)(F)F)c(cc1F)N1C[C@H](C)N(C)[C@H](C)C1
D7496,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)C1=CCN(C1)C(=O)OC1(C)COC1
D7497,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1ccc2scnc2c1
D7498,Cn1cc2cc(ccc2n1)-c1n[nH]c2ccc(cc12)C(=O)NC1C[C@@H]2C[C@H]1N(Cc1c(F)cccc1F)C2
