Index,SMILES
D12173,Cc1nc2ccccc2n1CCOc1ccc(cc1)-c1nc2ccccc2n1Cc1ccccc1
D12174,Cc1cc(ccc1Cl)-c1nc(C)c([C@H](OC(C)(C)C)C(O)=O)c(c1C)-c1ccc2OCCCc2c1
D12175,C[C@H](CCC=C(CO)CO)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C
D12176,OC(=O)[C@H](CNC(=O)c1cc2cc(CCCC3CCNCC3)sc2s1)NS(=O)(=O)c1cccnc1
D12177,COc1cccc(NC(=O)NCCNCC(O)COc2ccc(OCCOC3CCCC3)cc2)c1
D12178,Cc1ccc(NC(=O)NCCNCC(O)COc2ccc(OCCOC3CCCC3)cc2)cc1
D12179,OC(CNCCNC(=O)Nc1cccc(c1)C(F)(F)F)COc1ccc(OCCOC2CCCC2)cc1
D12180,OC(CNCCNC(=O)Nc1ccc(Br)cc1)COc1ccc(OCCOC2CCCC2)cc1
D12181,Cc1ccc(cc1)-c1snnc1-c1cc(Cl)c(O)cc1O
D12182,NS(=O)(=O)c1ccc(cc1)C(=O)NC(Cc1ccc2ccccc2c1)C(O)=O
D12183,NS(=O)(=O)c1ccc(cc1)C(=O)NC(Cc1ccc(F)cc1)C(O)=O
D12184,NC(=O)c1nn(CC(=O)N2[C@@H]3C[C@@H]3C[C@H]2C(=O)Nc2cccc(Br)n2)c2ncccc12
D12185,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(cc1)C#N)C(=O)Nc1cc(cc(c1)-c1ccc(cc1)C(N)=O)C(=O)NCc1ccccc1
D12186,Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CCOCC4)cc3)nn3cccc23)n[nH]1
D12187,Oc1c(NCc2cccc(CCNS(=O)(=O)c3ccc(Cl)cc3)c2)c(=O)c1=O
D12188,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1ccc(OCC(O)=O)cc1
D12189,CC(C)c1cc(COc2cc(nn2-c2ccc(cc2)C#N)C(=O)N2CCC[C@@H](N)C2)on1
D12190,Nc1ccc2c(-c3ccc(cc3C([O-])=O)C(=O)NCCNC(=O)COc3ccc(CCCn4ncc5c4nc(N)n4nc(nc54)-c4ccco4)cc3)c3ccc(=[NH2+])c(c3oc2c1S([O-])(=O)=O)S([O-])(=O)=O
D12191,Cc1ccc(Oc2ccc(cc2Cl)-c2ccn3c(CC4CC4)nnc3c2C)c(C)n1
D12192,O[C@H]1CC[C@@H](CC1)Oc1ccc(cc1Cl)-c1ccn2c(CC(F)(F)F)nnc2c1Cl
D12193,O=NC1CCCc2cc(ccc12)-c1[nH]c(nc1-c1ccncc1)-c1ccccc1
D12194,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](CS)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1cn(C)c2ccccc12)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc1c[nH]c2ccc(F)cc12)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CS)C(=O)N[C@@H]([C@@H](C)O)C(O)=O
D12195,CC(C)c1cc(Oc2c(Br)cc(Cc3[nH]c(=O)[nH]c3O)cc2Br)ccc1O
D12196,Clc1ccc2CCCC(Nc3nc4ccccc4[nH]3)c2c1
D12197,CCOC(=O)c1cnc(SCC(=O)c2ccc(cc2)S(N)(=O)=O)[nH]c1=O
D12198,CCCc1cc(=O)[nH]c(SCC(=O)c2ccc(cc2)S(N)(=O)=O)n1
D12199,CN(c1ccccc1)c1ccc(O)c(c1)C(=O)N1Cc2ccccc2C1
D12200,CNCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@H](Cc1ccc2ccccc2c1)C(O)=O
D12201,COc1cccc2C[C@@H]3[C@H](C[C@H](CN3C)C(=O)N3CCN(CC3)c3ccccn3)Cc12
D12202,CN1C[C@@H](C[C@H]2[C@H]1Cc1c(I)[nH]c3cccc2c13)C(=O)N1CCN(CC1)c1ccccn1
D12203,COc1ccc(cc1)-n1nc2c(NC(=O)CCC(=O)NCCCCCCCCNC(=O)CCCCCNC(=O)COc3ccc([CH+]\C=c4\ccc5=Cc6ccc(-c7cccs7)n6[B-](F)(F)n45)cc3)nc3ccccc3n2c1=O
D12204,OC[C@H](O)COc1ccc2CCc3cc(Nc4ccc(F)c(NC(=O)c5ccccc5)c4)ccc3C(=O)c2c1
D12205,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)Nc1nc(Cl)nc2CN(CCc12)C1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
D12206,COc1ccc(cc1Cl)N(C)C(=O)c1cc2c(Cc3cccc(C)c3)n[nH]c2cc1O
D12207,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCNC(=O)C[C@@H]2N=C(c3c(C)c(C)sc3-n3c(C)nnc23)c2ccc(Cl)cc2)C(C)(C)C)cc1
D12208,CCCCC(=O)NCCc1coc2ccc(OC)cc12
D12209,Fc1ccc(Nc2ccc3c(OCc4ccc(OCCN5CCOCC5)cc4C3=O)c2)cc1NC(=O)c1ccccc1
D12210,COc1ccc2c(Nc3cc(OC)c(OC)c(OC)c3)ccnc2c1
D12211,Cc1n(nc2c1c(C)nn(CCCC(=O)NCCCCCCNc1cccc3C(=O)N(C4CCC(=O)NC4=O)C(=O)c13)c2=O)-c1ccc(C)cc1
D12212,CN(C)[C@H]1C[C@@]23CC[C@]4(O2)[C@@H]2CC[C@H](c5ccc6cnccc6c5)[C@@]2(C)CC=C4C=C3[C@@H](O)[C@@H]1O
D12213,C\C=C1/[C@@H]2Cc3[nH]c(=O)ccc3[C@@]1(N)CC(C)=C2
D12214,COc1ccc(CC[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)[C@@H](C3CCCCC3)c3cc(OC)c(OC)c(OC[C@H](O)[C@@H](O)COc4cccc2c4)c3)cc1OC
D12215,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCn1cc(COc2ccc(Oc3cc4c5c(cc(Cl)c6c7c(Cl)cc8c9c(cc(Oc%10ccc(OCc%11cn(CCCN%12C[C@H](O)[C@@H](O)[C@H](O)[C@H]%12CO)nn%11)cc%10)c(c3c56)c79)c(=O)n(Cc3cn(CCCN5C[C@H](O)[C@@H](O)[C@H](O)[C@H]5CO)nn3)c8=O)c(=O)n(Cc3cn(CCCN5C[C@H](O)[C@@H](O)[C@H](O)[C@H]5CO)nn3)c4=O)cc2)nn1
D12216,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N[C@@H]3CCC[C@H]3Oc3cccc(Cl)c3)ncnc12
D12217,Nc1cccc2C(NCCc12)c1ccccc1
D12218,N#Cc1cc2c(n[nH]c2c(Nc2ccccc2)n1)-c1ccccc1
D12219,O=C(NCc1ccccc1)N([C@H]1CC[C@@H](CC1)Nc1ccc(cn1)C#N)c1ccc(cc1)N1CCNCC1
D12220,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
D12221,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(c3)C(F)(F)F)c2cc1C1CCN(CC1)C(=O)COCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(cc1)-c1scnc1C)C(C)(C)C
D12222,CN1CCN(CC1)c1cc(F)c(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)C1=CCNCC1
D12223,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2OC(=O)CCC(=O)O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)n1cc(I)c(=O)[nH]c1=O
D12224,C[C@@H](Nc1nc(C)nc2n(C)c(=O)c(cc12)C1=CCNCC1)c1cc(N)cc(c1)C(F)(F)F
D12225,CO[C@@H]1CN(C[C@@H]1F)c1cc(NC(=O)Cn2cc(-c3cc(Cl)c(O)c(c3)C(N)=O)c3c2ncn(C)c3=O)c(Cl)cn1
D12226,O[C@@H]1CCCCC1N1CCC(CC1)c1ccccc1I
D12227,Nc1ncnn2cc(cc12)-c1cnn(CCO)c1
D12228,CCn1cc(cn1)-c1cc2c(ncnn2c1)N1CCN(CC1)c1ncc(cn1)[C@@](C)(N)c1ccc(F)cc1
D12229,CC1CN(CCN1C)c1ccc(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1cc(ccc1F)C(=O)NC1CCCCC1
D12230,CN1CCN(CC1)c1ccc(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1cnc(nc1)N1CCOCC1
D12231,COCc1cccc(c1)S(=O)NC(=O)C(N)CC(C)C
D12232,CC(C)[C@H](C)C(=O)NC(=O)[C@H]([O-])[C@H](O)[C@@H](O)[C@@H](Oc1ccc(cc1)C1CCCC(=O)C1=O)C(=O)NC(=O)[C@@H](C)C(C)C
D12233,C[C@H]1CN(CCN1c1cc(NC(=O)Cn2cc(-c3cc(C(N)=O)c(O)c(F)c3F)c3c2nc2CCCn2c3=O)c(Cl)cn1)C1COC1
D12234,Cn1cnc2n(CC(=O)Nc3cc(ncc3Cl)N3CCN4C(COC4=O)C3)cc(-c3cc(Cl)c(O)c(c3)C(N)=O)c2c1=O
D12235,COc1cccc(F)c1CN1C[C@H](CCC1=O)NC(=O)c1ccc2[nH]nc(-c3ccc4nccn4c3)c2c1
D12236,CCN1CCN([C@@H](C)C1)c1cc(NC(=O)Cn2cc(-c3cc(C(N)=O)c(O)c(F)c3F)c3c2ncn(C)c3=O)c(Cl)c(F)n1
D12237,C[n+]1cn([C@@H]2O[C@H](COP(S)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)c2nc(N)nc([O-])c12
D12238,CCN1CCN([C@@H](C)C1)c1cc(NC(=O)Cn2cc(-c3cc(Cl)c(O)c(c3)C(N)=O)c3c2ncn(C)c3=O)c(Cl)cn1
D12239,O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@@]1(CCN(C1)C1CCCCC1)C#N)N1CCOCC1
D12240,CC[C@H](C)[C@@H]1NC(=O)[C@H]2N(CCc3c2[nH]c2ccccc32)C(=O)CCSSC[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N(C)CC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O
D12241,CC(=O)N[C@@H]1[C@@H](O)[C@@H](OS([O-])(=O)=O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@@H](NC(C)=O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](OCCNC(=O)CCOCCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@H]45)O[C@@H]3C(O)=O)O[C@H](CO)[C@@H]2OS([O-])(=O)=O)O[C@@H]1C(O)=O
D12242,C[C@H]1CN(CCN1C)c1cc(F)c(cc1NC(=O)c1ccccc1)-c1cnc(nc1)N1CCOCC1
D12243,Cn1cnc2n(CC(=O)Nc3cc(nc(F)c3Cl)N3CCOCC3)cc(-c3cc(Cl)c(O)c(c3)C(N)=O)c2c1=O
D12244,COCCN1CCN([C@@H](C)C1)c1cc(NC(=O)Cn2cc(-c3cc(C(N)=O)c(O)c(F)c3F)c3c2ncn(C)c3=O)c(Cl)cn1
D12245,COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C2CCCCN2)c(OC)c1
D12246,Oc1cc2c(F)cccc2[nH]c1=O
D12247,C[C@@H](O)[C@H](NC(=O)c1cccc(O)c1O)C(=O)NCCCN(CCCNC(=O)c1cccc(O)c1O)C(=O)[C@@H](NC(=O)c1cccc(O)c1O)[C@@H](C)O
D12248,COc1ccc2[C@H](CCc2c1)NC(=O)COc1cc(c2c(nn(C)c2n1)C1CC1)C(F)(F)F
D12249,CN1c2cnc(Nc3ccc(cc3)C(N)=O)nc2N(C2CCCC2)[C@@H]2CCC[C@@H]2C1=O
D12250,Clc1ccccc1Nc1ccnc(Nc2ccc(cc2)-c2nnn[nH]2)n1
D12251,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OCC3CO[C@](Cn4cncn4)(C3)c3ccc(F)cc3F)cc2)c1=O
D12252,Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(Cl)c(Cc3ccccc3)c(Cl)c2c1
D12253,COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)-n1cccn1)C(O)(C1CCN(CC1)C(C)=O)c1cncn1C
D12254,COCCN(C)c1nc2ccc(cc2c(Cl)c1Oc1ccccc1)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F
D12255,COc1ccc2-c3c(C4CCCCC4)c4ccc5cc4n3CC(=C(C)c2c1)C(=O)N(C)CCCCN(C)S(=O)(=O)NC5=O
D12256,CCc1n[nH]c(CC)c1-c1nccc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12
D12257,CC(C)(Cc1nnc(o1)-c1nc(CC2CCC2)c(s1)-c1ccc(c(Cl)c1Cl)C(O)(C(F)(F)F)C(F)(F)F)C(O)=O
D12258,Cc1nc2c(N)cc(nn2c1Cc1cccc(F)c1CO)N1CCOCC1
D12259,Nc1ncc(cc1OC(F)(F)F)-c1cn(c(n1)C1CC1)C12CC(C1)(C2)N1CCN(CC(F)(F)F)CC1
D12260,Nc1ncc(cc1C(F)(F)F)-c1cn(c(CO)n1)C12CC(C1)C2
D12261,CN1CCN(CC1)C12CC(C1)(C2)n1cc(nc1CC1CC1)-c1cnc(N)c(OC(F)F)c1
D12262,CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)(F)C2)c(s1)-c1ccc(c(Cl)c1Cl)C(O)(C(F)(F)F)C(F)(F)F
D12263,COc1nc2ccc(cc2c(Cl)c1CN1CCC(CC1)C(F)(F)F)[C@@](O)(C1CN(C1)C(C)=O)c1cnnn1C
D12264,Cc1ccc(c(C)n1)[C@](O)(c1cnnn1C)c1ccc2nc(N3CCC3)c(CC(F)(F)F)c(Cl)c2c1
D12265,OCC1O[C@H](Sc2cc(Cl)c(F)c(Cl)c2)C(O)[C@H]([C@H]1O)n1cc(nn1)-c1cc(F)c(F)c(F)c1
D12266,OCC1O[C@H](Sc2cnc(C#N)c(Cl)c2)C(O)[C@H]([C@H]1O)n1cc(nn1)-c1cc(F)c(Cl)c(F)c1
D12267,Cc1c(F)cc(cc1F)-c1cn(nn1)[C@H]1[C@@H](O)C(CO)O[C@H](Sc2cncc(Cl)c2)C1O
D12268,COCCn1nc(C(=O)NC[C@H]2CC[C@H](C)CC2)c(Cl)c1-c1ccc(N[C@H](C)C(F)(F)F)cc1OC
D12269,C[C@H](Nc1cc(C(F)F)c(cn1)-c1sc(nc1C(=O)N1CC(F)(F)C[C@@H]1C)C(=O)N[C@H]1C[C@H](O)C1)C(F)(F)F
D12270,C[C@H]1CCCN1C(=O)c1nc(sc1-c1cnc(N[C@H]2CCCC2(F)F)cc1C(F)(F)F)C(=O)NCC(C)(C)O
D12271,CC(C)[C@@H](C)Nc1cc(C(F)F)c(cn1)-c1sc(nc1C(=O)N1CCC[C@@H]1C)C(=O)NCC(C)(C)O
D12272,CC[C@H](Nc1cc(C(F)F)c(cn1)-c1sc(nc1C(=O)N1CCC[C@@H]1C)C(=O)N1CC2CCC(C1)O2)C(F)(F)F
D12273,CCn1nc(C(=O)NC[C@@]2(O)CC[C@H](C)CC2)c(Cl)c1-c1cnc(C[C@@H](C)C(F)(F)F)cc1OC(F)F
D12274,CCn1nc(C(=O)NC[C@H]2CC[C@H](C)CC2)c(Cl)c1-c1cnc(CCCC(F)(F)F)cc1OC(F)F
D12275,CCn1nc(C(=O)NC[C@@]2(O)CC[C@H](C)CC2)c(Cl)c1-c1ncc(CC(C)(C)C(F)(F)F)cc1OC(F)F
D12276,CN1CCCN(CC1)c1ccc(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1cc(CN2CCOCC2)ccc1F
D12277,CCc1nc(C(=O)NC[C@@]2(O)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)n1-c1ncc(CC(C)(C)CC(F)(F)F)cc1OC(F)F
D12278,OCC1O[C@H](Sc2cc(Cl)c(F)c(Cl)c2)[C@@H](O)C([C@H]1O)n1cc(nn1)-c1cc(F)c(F)c(F)c1
D12279,CCOC1[C@H](OC(CO)[C@H](O)[C@@H]1n1cc(nn1)-c1cc(F)c(F)c(F)c1)Sc1cc(Br)ccc1C(=O)N1CCC1
D12280,CN(c1ccc2n(C)c(NCc3ccccc3)nc2c1)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1
D12281,O=C1CC2(CCN(C2)c2nc3ccccc3s2)C(=O)N1
D12282,O=c1[nH]c2ccc(cc2[nH]1)-c1ccc(cc1)-n1cccc1
D12283,CCOC(=O)c1ccc2C(=O)N(Cc2c1)c1ccc2[nH]c(=O)[nH]c2c1
D12284,CC(=O)Nc1ccc(NCc2ccc3[nH]c(=O)[nH]c3c2)cc1
D12285,COC(=O)c1ccc2c(c[nH]c2c1)C(=O)N[C@H]1CCC(=O)NC1=O
D12286,OC(=O)c1cc(ccc1NCCc1c[nH]c2cc(Br)ccc12)C(F)(F)F
D12287,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(cc1)C1CCCC(=O)C1=O)[C@H](O)[C@@H](O)[C@@H](OCc1ccc(cc1)C1CCCC(=O)C1=O)C(=O)N[C@@H](C(C)C)C(=O)NC)C(C)C
D12288,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(cc1)-c1cccc(c1)[N+]([O-])=O)[C@H](O)[C@@H](O)[C@@H](OCc1ccc(cc1)-c1cccc(c1)[N+]([O-])=O)C(=O)N[C@@H](C(C)C)C(=O)NC)C(C)C
D12289,CC(C)N1C(=O)CC(C)(C)c2ccc(cc12)C#Cc1ccc(cc1)C(O)=O
D12290,CC(C)N1CCC(C)(C)c2ccc(cc12)C#Cc1ccc(cc1)C(O)=O
D12291,C[N+](C)(CCCCCC[N+](C)(C)Cc1cccc(O)c1O)Cc1cccc(O)c1O
D12292,OC(=O)c1cccc(CCC2C3CCC(O3)C2c2nc(co2)C(=O)NCCCCC2CCCCC2)c1
D12293,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccc2ccccc2n1
D12294,C/C(/C=C/C=C(/C)\C=C1/CCCc2c(C)cccc12)=C\C(O)=O
D12295,O=C(OCC(C1CCCNC1)n1c(nc2ccccc12)-c1ccccc1)C1CCN(CC1)c1nc2ccccc2n1Cc1ccccc1
D12296,CC1(C)CC=C(c2ccc(Cl)cc2)c2cc(ccc12)C#Cc1ccc(cc1)C(O)=O
D12297,CC(C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(O)(O)=O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(O)=O
D12298,OC(CNCCNC(=O)Nc1ccc(O)cc1)COc1ccc(OCCOCC2CC2)cc1
D12299,O[C@H](CNCCNC(=O)N1CCOCC1)COc1ccc(O)cc1
D12300,CC(C)NCC(O)c1ccc(O)c(O)c1
D12301,OC(=O)c1cc(-c2ccc(cc2)C(=S)NCc2ccccc2)n(n1)-c1ccc(Cl)c(Cl)c1
D12302,COc1cc(ccc1OC(C)=O)-c1cnc2c(snc2c1)N1CCOCC1
D12303,COc1cc(ccc1O)-c1cnc2c(snc2c1)N1CCOCC1
D12304,C[N+]1(CCc2ccccc2)CCC(CC1)C(=O)c1ccc(Cl)cc1
D12305,CCCCOc1ccc(cc1OCCCC)[C@@H](C)NCCCNCCC(c1ccccc1)c1ccccc1
D12306,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1
D12307,C(CSc1nc(-c2ccncc2)n(CCCN2CCCCC2)n1)CN1CCCCC1
D12308,Cc1ccc2cc(ccc2n1)C(=O)Nc1cc(NC(=O)c2ccc3OCCCc3c2)ccc1C
D12309,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CCSSC[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N(C)CC(=O)NCC(N)=O
D12310,COC(=[OH+])C1=C(C)[N-]C(C)=C(C1c1ccccc1C(F)(F)F)[N+]([O-])=O
D12311,CSC1=NC2C(C(C)=N1)C(=O)OCCCCCSc1ccccc21
D12312,Cc1cn(C[C@H](N)C(O)=O)c(=O)n(Cc2ccsc2C(O)=O)c1=O
D12313,CCCCCCCCO[C@H]1O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@@H]1O[C@H]1O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](O[C@H]2O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](O[C@H]3O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@@H]3OS([O-])(=O)=O)[C@@H]2OS([O-])(=O)=O)[C@@H]1OS([O-])(=O)=O
D12314,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCOC[C@@H]1C
D12315,CC(C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(O)=O
D12316,COc1cccc2C[C@@H]3[C@H](C[C@H](CN3C)C(=O)N3CCN(CC3)c3ccccc3F)Cc12
D12317,COC(=O)[C@@]12Oc3c(C(=O)C1C(=O)C=C[C@H]2O)c(O)cc1C[C@@]24CC=C(C(=O)C2C(=O)c2c(O)cc(C)cc2[C@@H]4OC(C)=O)c31
D12318,COC[C@H]1CC[C@H]2[C@@H](C)[C@@H](O)[C@H](O[C@H]3O[C@@H]4COC(C)(C)O[C@H]4[C@H](O)[C@H]3O)C3=C(CC[C@]3(C)\C=C1/2)C(C)C
D12319,CN(C(=O)c1cc2c(Cc3cccc(C)c3)n[nH]c2cc1O)c1ccc2OCOc2c1
D12320,CN(C)CCN1CCN(CC1)c1nc(NCc2cccc(Cl)c2)c2cc(ccc2n1)-c1ccc(=O)n(C)c1
D12321,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCCNC(N)=N)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
D12322,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](C)N)C(C)C)[C@@H](C)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(O)=O
D12323,CCCCC[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSSC[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C1=O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(C)=O)C(C)C
D12324,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@@H]3CO[C@](Cn4cncn4)(C3)c3ccc(F)cc3F)cc2)c1=O
D12325,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CSCc2cccc(CSC[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)CNC(=O)CNC(=O)c3ccc(c(c3)C(O)=O)-c3c4ccc(O)cc4oc4cc(=O)ccc34)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N1)c2)C(C)C)C(=O)N[C@@H](CC(C)C)C(N)=O
D12326,Cc1ccccc1NC(=N)Nc1ccccc1C
D12327,OC1(CCN(CCCC#Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1
D12328,CCOc1ccccc1Sc1ccc(cc1[N+]([O-])=O)-c1ccnc(c1)N1CCN(CC1)C(C)=O
D12329,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](O)(=O)O[P@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
D12330,CN(C)[C@@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC=C(c5ccc6ccncc6c5)[C@@]4(C)CC[C@H]23)C1
D12331,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N1CCCC[C@H]1CCO
